a,1
b,3
c,3
d,2
e,0
f,3
g,2
h,2
i,5
j,4
k,2
l,0
m,3
n,2
o,1
p,3
q,2
r,1
s,0
t,3
u,1
v,3
w,2
x,2
y,2
z,2
A,0
B,3
C,3
D,2
E,2
F,4
G,2
H,4
I,3
J,1
K,4
L,3
M,4
N,1
O,0
P,3
Q,2
R,4
S,1
T,1
U,4
V,3
W,3
X,3
Y,2
Z,1
1,1
2,0
3,2
4,2
5,2
6,2
7,1
8,1
9,2
0,0
