a,4
b,4
c,4
d,4
e,4
f,4
g,4
h,4
i,4
j,4
k,4
l,4
m,3
n,4
o,4
p,3
q,2
r,4
s,4
t,4
u,4
v,4
w,4
x,2
y,4
z,2
A,4
B,3
C,3
D,3
E,4
F,3
G,3
H,3
I,4
J,3
K,3
L,3
M,3
N,3
O,4
P,3
Q,3
R,3
S,3
T,3
U,4
V,2
W,3
X,2
Y,2
Z,2
1,3
2,2
3,2
4,2
5,2
6,2
7,2
8,2
9,2
0,4
