a,0
b,2
c,0
d,3
e,3
f,2
g,1
h,2
i,4
j,4
k,2
l,3
m,2
n,3
o,4
p,3
q,2
r,2
s,2
t,2
u,1
v,3
w,3
x,2
y,2
z,2
A,0
B,2
C,3
D,3
E,2
F,4
G,3
H,4
I,3
J,1
K,3
L,1
M,3
N,2
O,4
P,3
Q,2
R,4
S,1
T,2
U,2
V,3
W,3
X,3
Y,1
Z,1
1,0
2,1
3,2
4,2
5,2
6,2
7,2
8,2
9,2
0,2
