a,10
b,9
c,9
d,9
e,10
f,9
g,9
h,9
i,9
j,9
k,9
l,10
m,10
n,10
o,10
p,9
q,9
r,10
s,10
t,10
u,10
v,9
w,8
x,9
y,9
z,9
A,6
B,5
C,5
D,5
E,6
F,5
G,5
H,5
I,6
J,5
K,5
L,8
M,5
N,6
O,6
P,5
Q,5
R,6
S,6
T,6
U,6
V,5
W,5
X,5
Y,6
Z,5
1,2
2,2
3,2
4,2
5,2
6,2
7,2
8,2
9,2
0,4
