a,1
b,1
c,2
d,2
e,2
f,2
g,1
h,2
i,1
j,2
k,0
l,0
m,2
n,2
o,3
p,2
q,2
r,2
s,0
t,0
u,3
v,2
w,2
x,2
y,1
z,2
A,0
B,0
C,0
D,0
E,0
F,0
G,0
H,0
I,0
J,0
K,0
L,0
M,0
N,0
O,0
P,0
Q,0
R,0
S,0
T,0
U,0
V,0
W,0
X,0
Y,0
Z,0
1,1
2,0
3,1
4,1
5,1
6,1
7,0
8,1
9,1
0,0
